job_title,job_skills,cleaned_skills
"Manager, Data Loss Prevention (DLP) Engineer (Symantec)","Data Loss Prevention (DLP), Cybersecurity, Symantec, SaaS, IaaS, Agile frameworks, Cloud computing, Network DLP, URL filtering, JIRA, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, CISSP, GIAC, CISM, CCSP, CISA, Security+, Cyber technical challenges","agile, aws, cism, cissp, jira"
"Senior Data Engineer, Public Company","Python, SQL, Snowflake, Airflow, Kafka, Spark, Kubernetes, Docker, Helm, pySpark, TDD, Continuous Integration, Agile, Stream processing, Kafka, Storm, SparkStreaming, Dimensional data modeling, ETL, Data classification, Data governance, Data governance, Data retention, Data Warehouses","agile, data modeling, docker, etl, kafka, kubernetes, python, spark, sql, tdd"
Lead Data Scientist,"Data Science, Machine Learning, AI, Python, R, SQL, Data Manipulation, Data Wrangling, Data Visualization, Pandas, NumPy, Matplotlib, Azure, Databricks, Auto ML, Azure ML, Power BI, Data Visualization","ai, azure, machine learning, power bi, python, sql"
"Staff Machine Learning Engineer, Series A","Python, NumPy, Pandas, Numba, Torch, TensorFlow, Jupyter, Cloud services (GCP AWS Azure), MLFlow, WandB, DataBricks, Agile methodologies, FDA approvals, Softwareasamedical device (SaMD), Voice biomarker software, Deeplearning models, Machine learning, Machine learning experimentation, Machine learning models, Machine learning efficiency optimization, Speech processing, Audio classification, Clinical team, Multidisciplinary team environment, Communication skills, Team leadership, Project management, Data collection strategies, Data requirements, Model training, Model deployment, Experimentation, Product documentation, Crossfunctional teams, MLOps pipeline, MVP, SQL","agile, aws, azure, gcp, machine learning, python, sql, tensorflow"
Datacenter Technician,"CompTIA A+, Server hardware knowledge, Root cause analysis (RCA), Failure analysis, Linux commandline, Windows commandline, Troubleshooting, Attention to detail, Accuracy, Communication skills, Analytical skills, Selfmotivation, Positive attitude, Resultsdriven, Mentoring, Training, Documentation, Knowledge sharing, Leadership, Initiative",linux
Business Systems Analyst - AI/ML,"Jira, Confluence, Trello, Lucid Chart, Google Suite, Product Requirement Document, Product Roadmap, Product Management, Project Management, Software Development Lifecycle, Data Analytics, Data Visualization, Natural Language Processing, Artificial Intelligence, Machine Learning, Data Science, Requirements Analysis, System Architecture, Software Design, Software Implementation, Software Maintenance, Software Testing, Quality Assurance, User Acceptance Testing, Performance Testing, Security Testing, Usability Testing, Change Management, Incident Management, Problem Management, Communication Skills, Presentation Skills, Influencing Skills, SelfMotivation, Teamwork, Autonomous Work, Remote Work, AI/ML Domain, Business Systems Analyst, Pharmaceutical Industry, Tech Industry, Bachelor's Degree, Master's Degree, Business Administration, Information Systems, Business, Science","ai, artificial intelligence, confluence, jira, machine learning, trello"
DATA ENGINEERING ARCHITECT-locals,"Data Engineering, Data Architecture, Data Modeling, Data Extraction, Data Transformation, Data Loading, Data Pipelines, Airflow, SQL, Cloudbased Technologies, Elastic, Typescript, Database Optimization, Strong Analytical Skills, Communication, Collaboration, Problem Solving, Initiative, Project Management, Oil & Gas Production Industry","data modeling, sql, typescript"
Assistant Professor of Data Science,"Data Science, Statistics, Machine Learning, Artificial Intelligence, Computer Science, Applied Mathematics, Statistical Inference, Computational Mathematics, Data Visualization, Justice, Diversity, Equity, Inclusion, Research, Teaching, Mentoring, Service, Environmental Science, Ecology, Evolution, Linguistics, Cell Biology, Developmental Biology, Sport Science, Wellness, Earth Science, Spatial Information Sciences, Statistical Methodology, Teaching Engagement Program, Research Program, Faculty Development, Faculty Mentoring, Research Excellence, Outreach, Feminist, AntiRacism, Multicultural Environment, Equal Opportunity, Affirmative Action, Title IX, NonDiscrimination","artificial intelligence, machine learning"
Data Integrations Consultant,"Data Integration, Data Mapping, SQL, CSV, XML, JSON, ERP, Data Discovery, Data Engineering, Data Cleansing, Data Dictionary, Integration Testing, Business Analysis, Change Management, Project Management, Communication, Problem Solving, Critical Thinking, Time Management, Prioritization, Learning, Diversity, Equity, Inclusion, Accessibility",sql
Manager of Data Center Operations and Facilities,"Data Center Operations, HVAC Systems, Rack/Stack, Telecom, Cabling, Electrical Support Systems, Mechanical Support Systems, Power Distribution Systems, Emergency Power, UPS Systems, D/C Power, Fire Alarm and Suppression Systems, Technical Writing, Project Management, Budgeting, Time Tracking, Schedule Creation, Scope Development, Contract Management, Vendor Management, Facility Budgeting, Forecasting, Infrastructure Design, Construction, Commissioning, Preventive Maintenance, Maintenance Standards, Methods of Procedures (MOP's), Root Cause Analysis, People Management, Background Check, Equal Opportunity Employer",c
"Director, Ontology and Data Modeling","Ontology, Data Modeling, Semantic Technology, Architecture, Agile, Communication, Leadership, Empathy, Design Thinking, Innovation, Problem Solving, Project Management, W3C Standards, Linked Data, Ontologies, JSON, XML, RDF, RDFS, OWL, SKOS, Protégé, TopQuadrant, PoolParty, Stardog, AnzoGraph, Neptune, Data.World, SQL, SPARQL, Graph Databases, Python, R, JSON, OpenAPI/YAML, AVRO, Agile, Amazon Web Services, DetailOriented, Strong Reading and Writing Skills, Excellent Communication Skills, Teamwork, Bachelor's Degree in Information Science Computer Science Engineering Library Science Ontology Semantics or Computational Linguistics, Master's Degree or PhD in Information Science Computer Science Engineering Library Science Ontology Semantics or Computational Linguistics, 8+ Years of Experience in a Metadata Field of Work, 8+ Years of Experience or Training in Using W3C Standards, 4+ Years of Experience or Training in Ontology and Linked Data Tools, 6+ Years of Experience Translating Business Strategy and Analysis into Enterprise Semantic Solutions, Familiarity with Graph Databases and Technologies, Familiarity with Agile Principles Processes and Methodologies, Familiarity with Amazon Web Services","agile, data modeling, python, sql"
Senior Data Architect,"AWS, DATA Architecture, Data Stack, S3, Redshift, Kinesis, Glue, SQL, Relational DBs, Data Modelling, Reporting, Data Management, Data Architect, Information Architect, Data Analysis, Information Management, Business Intelligence, Data Architecting, Data Mining, LargeScale Data Modeling, Business Requirements Gathering, Business Requirements Analysis","aws, data modeling, sql"
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)","Scala, Spark, Java, Go, Python 3, Bash, Hadoop, SQL, S3, Linux, Agile, Testdriven methodologies, Data engineering, Big Data technologies, JVM, Data architecture principles, Analytical problemsolving, Systems administration","agile, bash, go, hadoop, java, linux, python, spark, sql"
"Senior Cloud Data Engineer - GBP70,000","Azure Data Factory, Synapse, Azure Data Lake, Azure Data Platform, Data Engineering, Data Migration, ETL, Data Science, Database Administration, Cloud Computing, Python, C#, Database Design, Data Warehousing","azure, c#, etl, python"
Volunteer: Data and Salesforce Volunteer,"Salesforce, CRM, Donor Data Portal, Fundraising Support Request Forms, Data cleanup, Gift tracking, Gift management, Channel Design, Portfolio realignment, Relationship Management, Data entry, Document uploading, Donation tracking, Donor research, Report writing, Invoice creation, Strong organizational skills, Strong data management skills, Ability to multitask, Ability to meet deadlines, Ability to maintain confidentiality, Willingness to comply with public health guidelines, Teamwork skills, Fundraising support experience",salesforce
Big Data QA Engineer,"Test Automation, Selenium, AccelQ, Automated Test Scripts, Integrated Development Environment (IDE), Generative AI Solutions, Functional Testing, Agile Ceremonies, API Testing, Unit Testing, AI or Machine Learning Testing, Web Applications, Agile Methodologies, Agile/Scrum Environments, Analytical Skills, ProblemSolving, Communication Skills, Computer Science, Software Development Tools, Software Quality","agile, ai, machine learning, scrum, selenium"
Lead Databricks engineer,"Databricks, Apache Spark, AWS, Azure, Google Cloud, Python, Scala, Java, Data Pipeline Development, Data Processing, Data Analytics, Collaboration, Data Architecture, DevOps, Monitoring, Logging, Documentation, Training, Cloud Computing, Big Data, Data Engineering, Programming, Software Engineering","apache, aws, azure, google cloud, java, python, spark"
Data Center Technician (Lab experience),"Linux, Server hardware, Server build, Desktop build, Data Center, Rack and stack, System troubleshooting, Soldering, DC components, Network cabling, Hardware labs, Board level debug, Oscilloscopes, System boards, System solutions, Attention to detail, Independent thinking, Out of box thinking, Liquid cooling, Hardware prototype",linux
"Data Engineer II, Infra-Finance Business intelligence & Transformations","AWS, ETL, Data Warehousing, Data Modeling, SQL, Python, Java, Scala, NodeJS, Redshift, S3, AWS Glue, EMR, Kinesis, Firehose, Lambda, IAM roles and permissions, Tableau, Alteryx, Data Pipelines, Lakeformations, SNS/SQS, Cluster Computing, Cloud Computing, Data Analytics, Data Visualization, Data Storage, Data Infrastructure, Data Security, Data Management, Data Extraction, Data Transformation, Data Loading, Data Reporting, Data Integration, Data Governance, Data Migration, Data Architecture, Data Quality, Data Mining, Big Data, Business Intelligence, Business Requirements, Datadriven Decision Making, Analytical Skills, Problem Solving, Communication Skills, Teamwork, Leadership, Innovation, Adaptability, Continuous Learning","aws, data modeling, etl, java, nodejs, python, sql, tableau"
Senior MLOps Engineer,"ML Ops, LLMs, NLP, Reinforcement Learning, Probabilistic Graphs, Data engineering, ETL, Workflow orchestration, Experimentation, A/B testing, Tech authority, Flexibility, Teamfirst mentality, Vision, Inperson work, Hiring, Product ownership","etl, nlp"
Data Analyst Part Time,"Data Analysis, Data Interpretation, Statistical Analysis, Datadriven Decision Making, Data Visualization, A/B Testing, SQL, R, Python, Tableau, Power BI, Hypothesis Testing, Statistical Modeling, Data Management, ETL Processes","etl, power bi, python, sql, tableau"
"Sr. Engineering Manager, Databases - Max Digital","Engineering Manager, Data Engineering, SQL Server, MongoDB, Data Platforms, Data Analysis, Product Development, Technical DecisionMaking, Software Design, Scalability, Security, Team Management, Data Architecture, Data Infrastructure, Performance Optimization, Development Standards, Readability, Reliability, Data Modeling, Storage, Message Brokers, Protocols, Interfaces, ETL Workflows, SSIS, Airflow, C#, Python, Cloud Services, AWS RDS, S3, SQS, SNS, NoSQL, OLTP, OLAP, Unit Testing, Integration Testing, DBT","aws, c#, data modeling, etl, mongodb, python, sql server, ssis"
Sr. Data Analyst & Visualization Engineer,"Data collection, Data visualization, Data analysis, Data modeling, Data mining, Data governance, Tableau, Splunk ITSI, C#, SQL, Java, Python, R, Statistics, Hadoop, Data science, Machine learning, Artificial intelligence, Network performance, Streaming performance, UC performance, Cost analysis, Service location analysis, System warranty analysis, Incident ticket analysis, Data quality assessment, Data validity assessment, Pattern identification, Trend analysis, Forecasting, System modification, Bachelor's degree, Master's degree, PhD, High School/GED, Associate degree, IAT II, Splunk IT Service Intelligence Certified Admin, Current CI Poly","artificial intelligence, c#, data modeling, hadoop, java, machine learning, python, splunk, sql, tableau"
Information Technology Specialist (APPSW/DATAMGT-DIRECT HIRE AUTHORITY_,"Information Technology (IT) Specialist, IT Management Series 2210, Relational databases (Oracle Microsoft Access), Database administration practices and procedures, MySQL, ODBC, Microsoft Windows, UNIX operating systems, Knowledge of IT systems analysis and applications software concepts functions techniques and capabilities, Knowledge of IT system application software and systems development life cycles, Knowledge of IT management information systems and applications software technology, Knowledge of data management concepts principles and methods, Knowledge of applications software development and design concepts and techniques, Oral and written communication skills, Troubleshooting, Debugging, Data analysis, Systems integration, Problemsolving, Analytical skills, Evaluative methods, Detail orientation, Customer service, Ability to gather facts and use analytical and evaluative methods to assess requirements, Ability to apply tools to design and develop processes, Ability to deviate from traditional methods, Ability to solve a variety of complex or intricate computer software problems, Ability to design develop code test and debug large and complex programs","mysql, oracle"
"Senior Analyst, Safety Data and Systems","Safety metrics and measurement, Reporting, Data analysis, Data governance, Data visualization, MS Office Suite (Excel Outlook PowerPoint Word), Data mining, Statistical analysis, Business intelligence, Reporting tools, Dashboard development, Root cause analysis, Communication skills, Collaboration skills, Problemsolving skills, Decisionmaking skills, Leadership skills, Bachelor's Degree in related field (Business Technology Accounting Finance Economics Marketing or Mathematics Safety), 4+ years of general reporting experience, Exceptional quantitative and analytic skills, High degree of attention to detail, Proficiency with MS Office tools, Proficiency in working with large data sets, Ability to identify and interpret data",excel
DATA ENGINEERING ARCHITECT-locals,"Data Engineering, Data Architecture, Data Processing, System Design, Big Data, SQL, Cloud Computing, Airflow, Data Pipelines, Data Extraction, Data Transformation, Data Loading, Data Analysis, Data Visualization, Computer Science, Engineering, Data Modeling, Software Architecture, Database Optimization, Analytical Skills, Communication, Collaboration, Problem Solving, Initiative, Project Management, Oil & Gas Production Industry, Elastic, Typescript","data modeling, sql, typescript"
Marketing Data Analyst,"Tableau, PowerBI, Salesforce, Google Analytics, TradeDesk, Data analytics, Marketing analytics, A/B testing, Data mining, Multitouch attribution models, Marketing automation, Database structures, Data visualization, Reporting, Dashboard creation, Data extraction, Data manipulation, Analytical skills, Problemsolving skills, Communication skills, Presentation skills, Storytelling, Selfmotivation, Independent work, Fastpaced environment","google analytics, salesforce, tableau"
"Machine Learning QA Manager, Strategic Analytics Services","MLOps, Test planning, Test automation, SQL, Python, SOAP UI, HP ALM, Azure Portal, Function Apps, Databricks, Agile, Selenium, UFT, Cypress, ReadyAPI, API Testing, Windows, SQL Databases","agile, azure, cypress, python, selenium, soap, sql"
Senior Manager | Master Data Management | Relocation Offered,"Data Governance, Data Management, Master Data Management, Data Quality, Data Standards, Data Policies, Data Procedures, Data Governance Framework, Data Stewards, Data Subject Matter Experts, Data Governance Tools, Data Governance Technologies, Informatica, Taleo, Oracle, Data Mapping, Data Modeling, Data Profiling, Query Design, Data Flow Design, Data Strategy, Data Analysis, Data Documentation, Data Conversions, Data Validation, General Data Protection Regulation (GDPR), California Consumer Privacy Act (CCPA), Health Insurance Portability and Accountability Act (HIPAA), Team Leadership, Team Coordination, Team Analysis, Management","data modeling, oracle"
Azure Data Platform Engineer,"MAP analysis, Microsoft ADFS, Azure data pipelines, Manulife's IT security and Risk guidelines, BI, Terraform, CI/CD pipelines, Agile sprints, Critical data elements, Lineage, Azure Databricks, ADF, ADLS, Synapse, Python, Spark, TSQL, ETL processes, Azure data factory, PySpark, Data modeling, Azure networking Subnets, Private endpoints, Firewalls, GIT/Jenkins, Azure technologies","agile, azure, ci/cd, data modeling, etl, git, jenkins, python, spark, terraform"
Senior Data Analyst,"SAS, Hadoop, Hive, Relational Databases, Data Analytics, Data Visualization, PowerBI, Business Intelligence, SQL, Python, Snowflake, Healthcare, Data Requirements, Data Analysis, Data Visualization, Data Tools, Dashboards, Query, Analytic, Statistical Software, Complex Problem Solving, Data Interpretation, Adhoc Reporting, Analysis, Problem Recognition, Solution Recommendation, Deadlines","hadoop, hive, python, sql"
"Manager, Data Engineering (Python, AWS, Airflow, Snowflake) (Hybrid)","Python, AWS, Airflow, Snowflake, Hadoop, Spark, Postgres, Angular JS, NoSQL, Scala, Java, MapReduce, Hive, EMR, Kafka, Gurobi, MySQL, Mongo, Cassandra, Redshift, UNIX/Linux, Agile, Data engineering, Data pipelines, Data APIs, Data delivery services, Analytical applications, Productionready solutions, Continuous integration, Continuous release, Reusable code modules, Crossteam design, Crossteam development, Multitier systems, Multiplatform systems, People management, Application development, Big data technologies, Cloud computing, Distributed data tools, Distributed computing tools, Realtime data, Streaming applications, Data warehousing, UNIX/Linux commands, Shell scripting, Agile engineering practices","agile, angular, aws, cassandra, hadoop, hive, java, kafka, linux, mysql, python, spark"
IT Manager - Datacenter,"Data Center Management, Infrastructure Management, Capacity Planning, Connectivity Requirements, Project Leadership, Compliance Management, Customer Service, Data Center Infrastructure Systems, Power Systems, Cooling Systems, Fire Suppression Systems, Physical Security, Cabling, IT Equipment, Microsoft Excel, Microsoft Word, Microsoft Outlook, Administrative Tools, Clean Driving Record, Hazardous Materials Handling, OSHA Regulations, Safety Commitment, Passport, Ability to Lift Heavy Objects, Ability to Work in Extreme Temperatures, Flexible Schedule, Bachelor's Degree in Electrical Engineering, BISCI RCDD or DCDC, Accounting, Asset Management, AutoCAD, Visio, DCIM Tools, Vendor Contracts, Ticketing Systems","autocad, excel"
Data Management Controller 2/3 (End item data package) - Space C with Security Clearance,"Configuration Management, Aerospace, Data Analysis, MS Excel, MS Office, Adobe Acrobat, Quality Management Systems, Engineering Drawings, Customer Service, High School Diploma or GED, Bachelor's Degree, CMPIC, Lean Principles, ERP/MRP (Costpoint), Flexible Hours, Overtime, Weekend Work, US Citizenship",excel
Senior Civil Project Manager - Data Centers,"Civil Engineering, Professional Engineer license, Land development, Data center projects, Local city county and state land use processes and regulations, Client development, Client communication, Client management, Site layout, Grading, Drainage, Infrastructure, Erosion and sediment control, Stormwater management design, Hydrologic/hydraulic analysis, SWPPP preparation, Technical and proposal writing, AutoCAD, Civil 3D, LEED accreditation, 401(k)/Roth, Training, Wellness programs, Buddy and mentoring programs",autocad
Enterprise Data Center Lead Information Technology Project Manager Active Secret Security Clearance Required $165-$175k,"Cloud, PMP, Scrum Master, Security Clearance, Software Implementation, Hardware Implementation, Data Center, Requirements Gathering, Project Management","pmp, scrum"
"Professor of Practice - Data Analytics/Public Relations in SLAM (Strategy, Leadership & Analytics Minor) / Communication","Social media, Brand strategy, Digital development, Digital marketing, Public relations, Crisis communications, Search engine optimization, UX/UI design, Datadriven analytics, Decision making, Google Search Engine Consul, Trends and Analytics, Tableau, SQL, Moz, Yoast, SEMrush, Social Sprout, Marketing, Communication, Public Relations, Digital Media, Curriculum development, Teaching philosophy, Equity Diversity and Inclusion, Cover letter, Resume/CV, References, Reasonable accommodations, Applicant screening, Interview process","sql, tableau"
"Software Development Engineer, Network Data Modeling Services","Software Development Engineer, Data Modelling Services (NDMS), Network Data Modelling Services, Virtualization, Cloud services, eCommerce, Java, AWS Services, C++, Linux, Python, Big data, Distributed systems, Scalability, Agile development, Problemsolving, Teamwork, Communication, Bachelor's degree in computer science, 3+ years of noninternship professional software development experience, 2+ years of noninternship design or architecture experience, Experience programming with at least one software programming language, Preferred Qualifications, 3+ years of full software development life cycle experience, Coding standards, Code reviews, Source control management, Build processes, Testing, Operations, Communication, Design, Architecture, Data quality, Networking technology, Distributed systems, Scalability, Java, AWS Services, C++, Linux, Python","agile, aws, c++, java, linux, python"
WildFire- Principal Machine Learning Engineer,"Python, Java, Golang, Machine learning, Data science, XGBoost, CNN, PyTorch, TensorFlow, Computer vision, Natural language processing, Cloud platforms, Kubernetes, LLM, GCP, AWS, Azure, MS / PhD in computer science/engineering","aws, azure, computer vision, gcp, golang, java, kubernetes, llm, machine learning, python, pytorch, tensorflow"
"Data Scientist- TikTok Ads, Ad Inventory & User Experience","Data Science, Quantitative Analysis, Data Mining, SQL, Python, R, Product Management, Data Engineering, Dashboarding, Experimentation, Storytelling, Collaboration, Communication, Business Analytics, Customer Insight, User Experience, Advertising, Growth, Marketing, Optimization, Revenue Generation, DataDriven Decision Making, Team Leadership, Mentoring","python, sql"
Senior Data Engineer (Python),"Data Engineering, Agile, Java, Scala, Python, RDBMS, NoSQL, Cloud Computing, Distributed Computing, RealTime Data, Streaming Applications, Data Warehousing, Unix/Linux, Shell Scripting, Big Data Technologies, Application Development, Machine Learning, Microservices, Unit Testing, Code Reviews, Data Analytics, Data Visualization, SQL, Hadoop, Hive, EMR, Kafka, Spark, Gurobi, MySQL, MongoDB, Cassandra, Redshift, Snowflake","agile, cassandra, hadoop, hive, java, kafka, linux, machine learning, microservices, mongodb, mysql, python, spark, sql"
Senior Data Engineer,"Agile, AWS, Cassandra, Cloud Computing, Data Visualizations, Distributed data/computing tools, Hadoop, Hive, Java, Kafka, MapReduce, Mongo, MySQL, NoSQL implementation, Open Source RDBMS, Python, Kafka, Redshift, Scala, Snowflake, SQL, Spark, Tableau, UNIX/Linux, Application Development, Data Warehousing, Machine Learning, Performance tuning, Unit testing, Java, Python, SQL, Scala, MySQL, Tableau, UNIX/Linux, Cloud Computing, Machine Learning, Data Visualizations","agile, aws, cassandra, hadoop, hive, java, kafka, linux, machine learning, mysql, python, spark, sql, tableau"
"Staff Machine Learning Engineer, Series A","Python, Numpy, Pandas, Numba, Torch, Tensorflow, Jupyter, Cloud services, GCP, AWS, Azure, Speech processing, Audio classification, Experiment tracking, Reproducibility tools, MLFlow, WandB, DataBricks, Agile methodologies, Scrum, Kanban, FDA approvals, Softwareasamedical device (SaMD), Machine learning models, Deep learning, MLOps, Data requirements, Experimentation, Productization, Reporting, Monitoring, Multidisciplinary skills, Model training, Code review, ML research, Product documentation, MVP, Agile, Machine Learning Tech Lead, Computer Science, Communication skills, Team leadership, Research and Development","agile, aws, azure, deep learning, gcp, kanban, machine learning, python, scrum, tensorflow"
Database Engineer Level 3,"Security+, CySA+, CCNA Security, GICSP, GSEC, SSCP, MONGO, SQL, Oracle, DB2, MySQL, PostgreSQL, NoSQL, Hadoop, Hive, Spark, Pig, Oozie, Sqoop, Flume, HBase, Cassandra, MongoDB, CouchDB, Redis, Memcached, Data warehousing, Data mining, Machine learning, Artificial intelligence, Cloud computing, DevOps, Agile development, Scrum, Kanban, Jira, Confluence, Git, GitHub, Bitbucket, Jenkins, Docker, Kubernetes, OpenShift, Terraform, Ansible, Puppet, Chef, Vagrant, VirtualBox, VMware, HyperV, AWS, Azure, Google Cloud Platform, Office 365, G Suite, Salesforce, SAP, Oracle ERP, PeopleSoft, Workday","agile, ansible, artificial intelligence, aws, azure, bitbucket, cassandra, confluence, db2, docker, git, github, google cloud, hadoop, hive, jenkins, jira, kanban, kubernetes, machine learning, mongodb, mysql, openshift, oracle, postgresql, redis, salesforce, sap, scrum, spark, sql, terraform, vmware"
Program Manager – AED and Enterprise Data Services,"Program Management, PMP, Project management, AWS, Snowflake, Generative AI, Portfolio Management, Business Analyst, Data Engineering, Data Scientist, Change Management, Cloud Platform, Utilities, Communication Skills, Articulation, Presentation Skills, Program Management, Portfolio Management, Planning, Coordination, Stakeholder Engagement, Stakeholder engagement, Program strategy, Presentation, Coordination, Risk mitigation, Impediment mitigation, Fastpaced environment, Ambiguity","ai, aws, pmp"
"Data Scientist, Product","Data Science, Machine Learning, Statistical Modeling, Causal Inference, User Behavior, Product Experience, UI, Algorithms, Data Democratization, Datasets, Tooling, Metrics, Product Management, Engineering, Research, Design, Sales, Marketing, SQL, Python, R, Scripting, Distributed Data Processing Systems, Hive, Redshift, Presto, Snowflake, Experiment Design, Problem Solving, Communication, Collaboration, Curiosity, Learning, Development","hive, machine learning, python, sql"
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)","Scala, Spark, Java, Golang, Python3, scripting (Bash/Python), Hadoop, SQL, S3, Apache Spark, JVM, Linux, Hadoop ecosystems, Opensource products, Python/Shell scripting, Data architecture principles, Big Data technologies / tools, Systems administration skills","apache, bash, golang, hadoop, java, linux, python, spark, sql"
Marketing Data Analyst,"Marketing Data Analyst, Data analysis, Statistical modeling, Python, R, SQL, Tableau, Adobe Analytics, Datadriven projects, Writing and optimizing SQL queries, Data storytelling, Communication, Business performance, User behavior, Revenue marketing, Analytics, Predictive models, Statistics, Business, Data Science","python, sql, tableau"
Customer & Marketing Data Analyst,"Data analysis, Data mining, Product analytics, Excel, Power BI, Marketing concepts, Data visualization, Econometric modelling, Data integrity, Data compliance, Communication, Relationship building, Performance management, Analytical skills, Marketing strategy, Offer execution, Proposition development, Retail category management, Market research, Sustainability, Customer centric thinking, Customer segmentation, Customer value proposition, Customer service design, Customer journey mapping, Brand management, Business acumen, Commercial acumen, Creativity, Innovation, Digital fluency, Generating customer insights, Loyalty management, Agility core practices, Analytical thinking, Delivers an effortless customer experience, Sector market customer and competitor understanding, Sustainability awareness and action, Using market research effectively","excel, power bi"
Senior Manager - Data Architect - Calgary,"Data Architect, Data architecture, Data integration, Data modelling, Security, Privacy, Regulatory, Performance, Data governance, Business intelligence, Data infrastructure, Cloud infrastructure, Azure ADF, Synapse, Databricks, Data patterns, ETL/ELT, Data mesh, Data lake, Data lakehouse, Data warehouse, Data streaming, Data virtualization, ETL tools, Informatica, SSIS, Talend, DataStage, Data governance framework, Collibra, Informatica EDC/Axon, Data manipulation, Visualization tools, Tableau, Power BI, SQL, Azure Data Factory, Azure key vault, Access control, Network security, Advanced data security, Big Data platforms, AWS, Azure, GCP, Analytical skills, Decisionmaking skills, Multidisciplinary, Distributed, Collaborative environments, Strong vision, IT Advisory, IT strategy, Total Rewards package, Medical coverage, Prescription drug coverage, Dental coverage, Defined contribution pension plan, Vacation policy, Firm paid days, Statutory holidays, Paid personal days, Support, Coaching, Learning opportunities, Diversity, Inclusion, Neurodiversity, Accessibility, Reconciliation","aws, azure, data warehouse, elt, etl, gcp, power bi, sql, ssis, tableau, talend"
Data Scientist - Onsite,"Machine Learning, Azure Machine Learning, Data Science, Turing Machine, Microsoft Azure, Azure Databricks","azure, machine learning"
"Principal Associate, Data Loss Prevention (DLP) Engineer","Data Loss Prevention (DLP), Information Security Policy and Standards, SaaS, IaaS, Data protection technology, Cyber security practices, Software engineering principles, Agile frameworks, Vendor relationships, Communication skills, Technical writing, Planning, Development, Management, Technical requirements, Design, Testing, Deployment, Security solutions, Technical delivery, Product security, Software development practices, Platform engineering, Operating systems, Databases, Virtualization, Cloud computing environments, Networks, Troubleshooting, Investigation, Configuration, Support, JIRA, CISSP, GIAC, CISM, CCSP, CISA, Security+, AWS Cloud Practitioner, AWS Solution Architect  Associate, AWS Developer  Associate, AWS Security  Specialty, AWS Solution Architect  Professional, High School Diploma, GED, Cybersecurity, Information technology, Data protection, Symantec Data Loss Prevention (DLP) infrastructure engineering, Scripting, Agile delivery model, Public cloud security, Multicloud environments, IT Delivery projects","agile, aws, cism, cissp, jira"
"Staff Data Engineer (Bangkok based, relocation provided)","Data Engineering, Distributed Systems, Stream Processing, Computation, Data Governance, Data Replication, Data Storage, Centralized Computation, Data APIs, Data Products, Shared Frameworks, Data Services, Data Architecture Principles, Big Data Technologies, Linux Systems Administration, Apache Spark, JVM, Java, Scala, Hadoop Ecosystems, OpenSource Products, Python, Bash, SQL, S3, Agile Environment, Test Driven Methodologies","agile, apache, bash, hadoop, java, linux, python, spark, sql"
Consumer Operations Business Execution Sr. Lead- Issue and Exam Data and Analytics,"Business Execution, Implementation, Strategic Planning, Power BI, Tableau, Service Now, SQL, SAS, Reporting tools, Project management, Research, Analysis, Communication, Issue management, Exam management, Control programs, Risk management, Data mining, Data visualization, Policy development, Procedure development, Governance, Risk identification, Escalation, Remediation, Risk decisionmaking","power bi, sql, tableau"
"Senior DevOps Engineer, Tessera Data","DevOps, Infrastructure, Automation, Terraform, Ansible, Docker, Kubernetes, ECS, Serverless, CloudWatch, Datadog, PagerDuty, OpsGenie, AWS, Azure, GitLab, GitOps, Bash, CI/CD, TCP/IP, Go, Python","ansible, aws, azure, bash, ci/cd, datadog, docker, gitlab, go, kubernetes, python, tcp/ip, terraform"
ETL Data Architect,"Informatica/IICS, Data warehousing, AWS Redshift, Communication, Life Science, Supply Chain, ETL Data Architect","aws, etl"
"Staff Machine Learning Engineer, Series A","Machine Learning, Python, NLP, Numpy, Pandas, Numba, PyTorch, TensorFlow, Jupyter, Deep Learning, Model Optimization, Production Deployment, Cloud Services (GCP AWS Azure), Interpersonal Skills, Communication Skills, Negotiation, Influence, Collaboration, Team Leadership, Agile Methodologies, MVP Planning, Feedback Provision, Project Management, Model Training, Code Review, ML Research, Product Documentation, Multidisciplinary Skills","agile, aws, azure, deep learning, gcp, machine learning, nlp, python, pytorch, tensorflow"
Senior MySQL Database architect,"MySQL, PostgreSQL, SQL Server, MongoDB, SQL, DBMS, Data Modeling, Schema Design, Database Backup, Recovery Strategies, Data Security, Compliance, Database Troubleshooting, Software Development, Data Profiling, Database Administration, Data Architecture, Data Optimization, SQL, Data Analytics, Business Requirements, Database Performance Tuning","data modeling, mongodb, mysql, postgresql, sql, sql server"
"Data Scientist, Infrastructure","Data Science, Data Analysis, Data Mining, Data Visualization, Python, R, SQL, Hive, Redshift, Presto, Snowflake, Statistical Analysis, Experiment Design, Problem Solving, Communication, Collaboration, CrossFunctional Teams, Figma","figma, hive, python, sql"
