job_title,job_skills,market_source,cleaned_skills,job_category
Machine Learning Ops Engineer(Generative AI)  BCIV16,"Generative AI, Machine learning, Deep learning, Data mining, Statistical inference, Mathematical modeling, Endtoend AI projects, Software development, Project management, Data engineering, Data modeling, Communication, Consultation, NLP, Problem solving, Mentoring",Global,"ai, data modeling, deep learning, machine learning, nlp",AI / Machine Learning Engineer
Data Scientist,"AWS, Glue, Python, SageMaker, SAS, Analytical modeling, Data pipelines, Data conversion, Semistructured data, Data ingestion, Data integration, Informatica, DataStage, Matillion, Machine learning, Cloud computing, Data analysis, Data mining, Data visualization, Business intelligence, Cloudbased systems, S3, Athena, Legacy systems",Global,"aws, machine learning, python",Data Scientist
Sr. Data Scientist (on-site hybrid),"R, Hadoop, Tableau, AWS SageMaker, Statistical analysis, Quantitative analytics, Multivariate testing, Optimization algorithms, Data mining, Cloud computing, Predictive analytics, AI (Artificial Intelligence), ML (Machine Learning), Applied mathematics, Statistics, Computer science, Problem solving, Communication, Interpersonal skills, Business needs assessments, Data collection, Data analysis, Data visualization, Business case development, Recommendation",Global,"ai, artificial intelligence, aws, hadoop, machine learning, tableau",Data Scientist
Epic Clarity Data Analyst,"Bachelor's degree, 4+ years relevant experience, 2+ years data analysis in healthcare, Epic Clarity reporting, Epic Clarity clinical modules, SQL, Analytic methods, Statistical methods, Epic Clarity Data Model certification",Global,sql,Data Analyst
Assistant Marketing Data Analyst,"SAS Programming, R, SQL, Microsoft Excel, Data Mining, Data Cleansing, Data Analysis, Data Management, Database Maintenance, Quality Control, Risk Management, Automation, Mathematics, Statistics, Economics, Computer Science, Numerical Analysis, Written Communication, Attention to Detail, Accuracy",Global,"excel, sql",Data Analyst
Business Data Analyst,"ETL, Data Warehouse, SQL, Data Structures, Data Mapping, Data Discrepancies, Data Quality, Bachelor's Degree, Insurance and Claims Data, TPA Experience",Global,"data warehouse, etl, sql",Data Analyst
Senior Data Scientist,"Data Science, AI, Machine Learning, Natural Language Processing, Computer Vision, Signal Processing, Tracking, Multilingual Text, Agile Teams, Data Association, Inference Techniques, Virtualization, Cloud Technologies, Product Development, Technical Proposals, Engineering Design, Python, Matlab, SQL, C++, JavaScript, Bash, Linux, Windows, BERT, Gensim, Hugging Face, Keras, NLTK, NumPy, Matplotlib, Pandas, Scikitlearn, SciPy, SpaCy, Stanford CoreNLP, TensorFlow, USE, AWS, Azure, Conda, Git, Jupyter, University Honours Degree in STEM, UK National, SC Security Clearance, DV Clearance",Global,"agile, ai, aws, azure, bash, c++, computer vision, git, javascript, linux, machine learning, python, sql, tensorflow",Data Scientist
Data Analyst,"Data analysis, SQL, Python, R, Tableau, Data visualization, Experimentation, Optimization, Product analytics, Causal analysis, Statistical analysis, Business intelligence, Datadriven decision making, Analytical skills, Communication skills, Technical skills, Problemsolving skills, Leadership skills, Teamwork skills, Attention to detail, Ability to work independently, Ability to work in a fastpaced environment",Global,"python, sql, tableau",Data Analyst
Data Analyst,"Data Analysis, Statistics, Data Visualization, Data Interpretation, Data Management, Data Collection, Data Pipelining, Data Transformation, Data Cleaning, Reporting, Data Presentation, Business Strategy, Analytical Problem Solving, SQL, Python, GIS, Tableau, Power BI, Bachelor's in Statistics or Related Field, Retail Industry Knowledge, CrossFunctional Collaboration, DataDriven Decision Making, Effective Communication, Presentation Skills, Adaptability",Global,"power bi, python, sql, tableau",Data Analyst
Epic Clarity Data Analyst,"Epic Clarity Data Analyst, Data Extraction, Data Transformation, Data Analysis, Healthcare Data, Clinical Operations, Reporting, Visualization, Clinical Informatics, Statistical Forecasting, User Experience, User Research, Usability Testing, Strategy Documents, Data Dictionaries, Epic Clarity Data Model, SQL, Analytic Methods, Statistical Methods, Project Management, Stakeholder Observation, Python, R, Agile Development, Written Communication, Oral Communication, Organizational Skills, Analytical Skills, Technical Skills, Epic Clinical Data Model",Global,"agile, python, sql",Data Analyst
Data Analyst,"Data analysis, Data reporting, Data visualization, Excel, Manufacturing tools, Manufacturing MRP systems, KPI reporting, Data entry, Numerical analysis, Database management systems, Mechanical principles, Organizational skills, Problemsolving, Manufacturing sector experience",Global,excel,Data Analyst
Data Analyst,"Power BI, SQL, Excel, Oracle, Data Warehousing, SSAS Models, SSRS, Data Collection, Data Joining, Data Automation, Reporting Efficiency, Dashboard Development, Data Warehouse Solutions, Decision Making, Reporting Requirements, Tabular Models, Cubes, PowerPivot, SSAS, Project Management, Power Automate, Power Apps",Global,"data warehouse, excel, oracle, power apps, power automate, power bi, sql, ssas, ssrs",Data Analyst
Data Analyst,"Data Analysis, Data Reporting, Data Interpretation, Data Visualization, Microsoft Office 365 (Outlook PowerPoint Word), Communication (Verbal and Written), Training and Development, ProblemSolving Skills, Root Cause Analysis, Oracle ERP, Microsoft Excel (Intermediate/Expert), Sourcing, Manufacturing, Business Process Understanding",Global,"excel, oracle",Data Analyst
Machine Learning Engineer,"Machine Learning, Natural Language Processing, Computer Science, Python, Tensorflow, PyTorch, Natural Language Understanding, Dialogue Systems, Semantic Parsing, Transfer Learning, Limited Data Learning, Medical Insurance, Dental Insurance, Vision Insurance, Disability Insurance, Life Insurance, 401K Matching Contributions, Flexible PTO, Career Growth Support, Mentorship, AI/NLP Deployment, AI/NLP Research, AI Benchmarking",Global,"ai, machine learning, nlp, python, pytorch, tensorflow",AI / Machine Learning Engineer
Data Analyst,"Data Analytics, KPI, Data Visualization, Data Acquisition, Data Integration, Database Design, Data Segmentation, ETL, Statistical Analysis, Excel, SPSS, SAS, Microsoft Office Suite, Windows, XML, JavaScript, Communication, High School Diploma, Bachelor's Degree, 3 Years Experience, 2 Years Office Administration, $3040 Hourly Pay",Global,"etl, excel, javascript",Data Analyst
"Lead Data Engineer (Fintech team) (Bangkok based, relocation provided)","Big Data technologies, Scala, Apache Spark, Java, Golang, Python3, Hadoop, SQL, Bash, Linux, Computer Science, Data engineering, JVM, Agile, Test driven methodologies, Analytical problemsolving, Data architecture principles, Systems administration, Opensource products",Global,"agile, apache, bash, golang, hadoop, java, linux, spark, sql",Data Engineer
Sr Data Scientist,"Data Science, Python, R, SQL, Deep Learning, Linear Algebra, Matrix Functions, Programming, Scripting, C#, C++, Analytic Frameworks, Open Source Libraries, Statistical Rigor, Model Reproducibility, Experimentation at Scale, Confluence, GitHub, Bachelors in STEM, Masters in Comp Science, PhD STEM, Verbal Communication Skills, Applied Math, Bayesian Statistics, Frequentist Statistics, AI, Machine Learning, Problem Solving, EEO Guidelines",Global,"ai, c#, c++, confluence, deep learning, github, machine learning, python, sql",Data Scientist
"Test Analyst (Machine Learning) | Westbrook, ME | 6+ months","Data annotation, Test automation, Python, Databases (SQL Server Analytic Operational), SDLC, Test methodologies (Black box White box Grey box), Version control (Git), Continuous integration/continuous deployment, Test strategy & planning, Documentation skills, Test process tools (JIRA TestRail Trello), Experience with similar projects (Data annotation tools or platforms), QA process establishment, Tool evaluation & selection",Global,"git, jira, python, sdlc, sql server, trello, version control",AI / Machine Learning Engineer
Supply Chain Data Analyst,"Data Analytics, Data Engineering, Mathematics, Economics, PowerBi, Excel, SQL, SQL Queries, Data Interpretation, Business Solutions, Supply Chain, Production Planning, Supply Planning, Demand Planning, Dashboards, Spreadsheets, Historical Data, Production Data, Processes",Global,"excel, sql",Data Analyst
Machine Learning Operations – Staff Engineer,"ML Engineering, Software Development, Data Pipelines, Model Training, Deployment System, Monitoring Tools, Docker, Kubernetes, DevOps, CI/CD, API Design, SLA, Big Data, Kubeflow, MLFlow, scikitlearn, LGBM, Tensorflow, PyTorch, Spark, S3, Hadoop, Container Orchestration, Data Science, Troubleshooting, Debugging, Java, Scala, Python, Kotlin, MLOps, Data Engineering, Communication, Collaboration, Team Environment, Code Simplicity, Performance Optimization",Global,"ci/cd, docker, hadoop, java, kotlin, kubernetes, python, pytorch, spark, tensorflow",AI / Machine Learning Engineer
Software Engineer / Data Analyst,"Python, SQLAlchemy, Pandas, FastAPI, JavaScript, TypeScript, React, Vue, SQL, MSSQL, Software Development, Scrum, SystemLevel Architecture, Microservices, Workflow Orchestration, Technical Decision Making, Enterprise Architecture, Client IT, Stakeholder Engagement, Communication, Technical Leadership, Mentoring, Data Engineering, Data Quality, Data Collection, Data Science, Reproducible Data Science Methodology, Security Clearance",Global,"fastapi, javascript, microservices, python, react, scrum, sql, typescript, vue",Data Analyst
Data Engineer IV - Max Digital (Data Engineering),"Data Engineering, SQL, ETL, SSIS, C#, Web APIs, Transactional Schema Design, Analytical Schema Design, Scalable Services, Data Modeling, Storage, Message Brokers, Protocols, Interfaces, Complex Systems, Code Reviews, Documentation, Test Suites, AWS RDS, S3, SQS, SNS, MongoDB, Unit Testing, Integration Testing, DBT, OLTP Schema Design, 3rdParty APIs, Authentication, Authorization, Asynchronous Data Flows, OLAP Schema Design, Airflow, Snowflake",Global,"aws, c#, data modeling, etl, mongodb, sql, ssis",Data Engineer
Data Scientist,"Data Scientist, Database Development, Database Maintenance, Database Performance, Relational Databases, Table Structures, Table Relationships, Data Normalization, Entity Relationship Diagrams, Data Analysis, Assessments, Analyses, Wargaming, Microsoft Excel, SharePoint, Microsoft Access, Microsoft Word, R, Python, Statistical Analysis, Predictive Analysis, Algorithms, Data Mining, Data Visualization, Data Representation, Data Reduction, Data Reuse, Dynamic Visualizations, Maps, Presentation, Final Reporting, Applied Statistics, Operations Research, Systems Analysis, Computer Science, Industrial Engineering, Systems Engineering, Computer Coding, Database Management, Network Services, TOP SECRET Clearance, SCI Clearance",Global,"excel, python, sharepoint",Data Scientist
Machine Learning Engineer C++/ Python,"C++, Python, Machine Learning, Algorithm Development, Trading Strategies, Quantitative Finance, Software Development, Data Analysis, Data Preprocessing, Tensorflow, PyTorch, Scikitlearn, Numpy, Data Structures, Algorithms, Software Design, HighPerformance Computing, Optimization, Problem Solving, Analytical Skills, Communication Skills, Teamwork Skills",Global,"c++, machine learning, python, pytorch, tensorflow",AI / Machine Learning Engineer
Machine Learning Engineer (Canada),"Machine Learning, Data Science, AI, Scalable Machine Learning Systems, Reusable Production Data Pipelines, ProductionQuality Code, Libraries, Containers, Python, Spark, Hadoop, Docker, Continuous Integration, Model Evaluation, Experimental Design, TestDriven Development, Cloud Environments, Statistical Tools, Relational Databases, Python/SQL, ML frameworks (Scikitlearn Tensorflow Keras), MLflow, Airflow, Kubernetes, CloudNative MLaaS (AWS SageMaker AzureML Google AI platform)",Global,"ai, aws, docker, hadoop, kubernetes, machine learning, python, spark, sql, tensorflow",AI / Machine Learning Engineer
Senior MLOps Engineer,"AI, ML Ops, ML Systems, Workflow Orchestration, Monitoring, A/B Testing, Data Engineering, ETL Pipelines, LLMs, NLP, Reinforcement Learning, Probabilistic Graphs, Deep Learning, Software Engineering, Product Management, Hiring, Financial Workflows, Product Ownership",Global,"ai, deep learning, etl, nlp",AI / Machine Learning Engineer
Biomedical Big Data Engineer,"Python, Java, Hadoop, Spark, Kafka, AWS, Azure, GCP, SQL, Data modeling, Database design, Distributed computing, Cloud platforms, C/C++, Javascript, Swift, Biomedical data analysis, Signal analysis, Noise handling, Missing data handling, Electrocardiogram, Electromyogram, Electroencephalogram, Photoplethysmogram, Accelerometry signals, ETL processes, Data governance, Data security, Data warehouses, Data lakes, Statistical methods, Causal inference techniques, Machine learning",Global,"aws, azure, c/c++, data modeling, etl, gcp, hadoop, java, javascript, kafka, machine learning, python, spark, sql, swift",Data Engineer
"Looking for Sr. Data Engineer- NYC, NY - Fulltime","Scala, Spark, SQL, AWS, Communication skills, Ownership skills, Data engineering, Streaming pipelines",Global,"aws, spark, sql",Data Engineer
"Software Engineer - Core Data Engineering Platform (Dallas, TX)","Data engineering, Software development, Distributed systems, Data access and delivery, Security paradigms, Data visualization, Machine learning, Cloud technology, Data warehousing, Data modeling, Quality assurance, Data curation, SQL databases, NoSQL databases, Spark, Agile, Scrum, Kanban, AWS, Azure, GCP, Terraform, CloudFormation, ARM templates, Domaindriven design, Objectoriented programming, Functional programming, React, Java, Python, REST, GraphQL, Business processes, Data flows, Quantitative models, Communication skills, Collaboration, Problemsolving skills, Analytical skills, Financial services industry experience, Pure, Legend, Alloy, Opensource tools, Lambda, Prometheus",Global,"agile, aws, azure, data modeling, gcp, graphql, java, kanban, machine learning, prometheus, python, react, scrum, spark, sql, terraform",Data Engineer
"Urgent Role || Sr Engineer - Data Science  || Gaithersburg, MD(Onsite) || USC,GC only","Technical Leadership, Solution Design, Deployable Application, Machine Learning Model Design, Data Analysis, Predictive Modeling, Linear Regression, Decision Trees, Support Vector Machines, Natural Language Processing, Time Series Analysis, Big Data Processing, Data Wrangling, Proof of Concept, Productionization, Computer Networking, Communications, Data Science, Advanced Analytics, ProblemSolving, Business Problem Analysis, Quantitative Methods, Data Science Design, Machine Learning Operations, DevOps, Python, R, SQL, Pandas, ScikitLearn, TensorFlow, Keras, Data Visualization, Tableau, Shiny, Git, AWS, Google Cloud, MySQL, BigQuery, Team Player, Communication, ProblemSolving, Analytical Concepts, Business and Technical Functional Units",Global,"aws, git, google cloud, machine learning, mysql, python, sql, tableau, tensorflow",Data Scientist
Lead Data Engineer Lead (Bigdata Production support),"Data Engineering, Production Support, Big Data Management, Reporting, Debugging, Data Loading, Data Transformation, ETL, Data Extraction, Data Staging, EERA System, PostGres SQL, Kafka Ingestion, Hive, Spark, Scala, Data Analytics, Continuous Data Processing, Data Visualization, Email Communication, Oncall Support, Offshore Collaboration, Agile, Architecture, Design, Coding, Production Operations, Distributed Databases, Java (Optional)",Global,"agile, etl, hive, java, kafka, spark, sql",Data Engineer
Lead Machine Learning Engineer,"Machine Learning, Agile, Python, Scala, Java, Data Intensive Solutions, Distributed Computing, ML Systems, Data Pipelines, ScikitLearn, PyTorch, Dask, Spark, TensorFlow, Performant, Resilient, Maintainable, Data Gathering, Data Preparation, People Leader, Data Pipelines, ML Solutions, AWS, Azure, Google Cloud Platform, Cloud Computing, Data Architecture, Model Training, Hyperparameter Tuning, Dimensionality, Bias, Variance, Validation, Testing, Automation, Monitoring, Responsible AI, Explainable AI",Global,"agile, ai, aws, azure, google cloud, java, machine learning, python, pytorch, spark, tensorflow",AI / Machine Learning Engineer
Sr II Machine Learning Scientist,"Machine Learning, Deep Learning, NLP, Statistics, Data Analysis, Tensorflow, PyTorch, scikitlearn, XGBoost, NLTK, Gensim, Huggingface, Langchain, Llamaindex, Vector Database, Data Preprocessing, Python, Containerization, Cloud Platform, MLOps, SQL, Pandas, NumPy, Data Structures, Algorithms, Ethical AI, Responsible AI, Leadership, Coaching, Mentorship, Teamwork, Problem Solving, Data Engineering",Global,"ai, deep learning, langchain, machine learning, nlp, python, pytorch, sql, tensorflow",AI / Machine Learning Engineer
Data Scientist,"Data Science, Dataiku, Big data, Python, Communication, Problemsolving, Teamwork, Adaptability, Data pipelines, Analytical workflows, Reusable tools, Documentation",Global,python,Data Scientist
Data Engineer,"PowerBI, GitHub, Azure Cloud, Azure Data Explorer, Azure Data Factory, Microsoft SQL Server, Data Engineering, Data Analytics, Business Intelligence, Data Architecture, Data Schema, Data Extraction, Data Transformation, Data Load, Data Aggregation, Data Privacy, Data Visualization, Data Telemetry, Logical Database Design, Relational Database, Communication, Critical Thinking, Problem Solving, Teamwork, Azure Data & ETL Products, Git, Source Control, Shared Code Bases",Global,"azure, etl, git, github, sql server",Data Engineer
Big DATA Developer-Canada,"Scala, Python, PySpark, Hadoop, Apache Spark, Spark SQL, Kafka, Nifi, ETL, Incremental Data Load, Oracle, Netezza, Apache Spark, Data Engineering, Spark, Data Pipelines, Git, Shell, Java, Object Storage, Unix Environment, Agile Teams, Multitasking, Technical Leadership, Ability to Learn New Technologies, Implement New Technologies, POC",Global,"agile, apache, etl, git, hadoop, java, kafka, oracle, python, spark, sql",Data Engineer
Signal Processing AI/Machine Learning Engineer,"Signal processing, Machine learning, Artificial intelligence, Detection algorithms, Estimation algorithms, Classification algorithms, Advanced applications, Radar, Radio, Electronic warfare, RF technology, Signal processing algorithms, Waveforms, Concept trade studies, Performance trade studies, Streaming data applications, Prototype development, Sensor modeling, Simulation, C/C++, MATLAB, Simulink, Programming languages, Python, Digital signal processing, Probability theory, Stochastic signal processing",Global,"artificial intelligence, c/c++, machine learning, python",AI / Machine Learning Engineer
Machine Learning AI Engineer/Scientist,"Machine Learning, AI, Signal Processing, RF Systems, Radar Systems, Radio Systems, EW Architectures, Digital Signal Processing, Probability Theory, Stochastic Signal Processing, C/C++, MATLAB, Python, Simulink, Data Streaming, HighFidelity Simulations, Prototyping, Team Environment, Creative Problem Solving, Algorithmic Development, Communication Skills, Documentation Skills, Briefing Skills, Coursework or Experience",Global,"ai, c/c++, machine learning, python",AI / Machine Learning Engineer
Machine Learning Software Engineer,"AI Platform, Generative AI systems, LLMs, Vector Stores, Machine Learning infrastructure, Distributed systems, Microservices, Cloud fundamentals, AWS, Memory CPU profiling, Golang, Python, Rust, Java, Unit tests, System tests, Unix, Bash, Cloud networking, Containerization, Docker, Kubernetes, CI/CD, Git, Release Management, Cloud resource provisioning, Terraform, CDK, Cloud Formation",Global,"ai, aws, bash, ci/cd, docker, git, golang, java, kubernetes, machine learning, microservices, python, terraform",AI / Machine Learning Engineer
"AI Modeler / Data Engineer - (Python, SQL, R, Java, Hadoop) - Stanton, TN (BOSK)","AI, Data Engineering, Fault Detection, Statistical Process Control, Statistical Modeling, Predictive Modeling, Python, SQL, TensorFlow, User Experience, User Interface, Troubleshooting, Maintenance, R, Java, TensorFlow, PyTorch, Hadoop, Spark, Teamwork, Collaboration, Communication, Problem Solving, Complex Statistical Data",Global,"ai, hadoop, java, python, pytorch, spark, sql, tensorflow",Data Engineer
Data Engineer,"Data Engineering, Data Warehouse/Data Lake, Data Streaming, Root Cause Analysis, Data Engineering Frameworks, Project Management, ITIL v3 Foundation, Object Oriented Programming, Java, Python, Go, JavaScript, SQL, Cypher, Spark, Knative, Ray, NIFI, Opensearch, Neo4j, Redis, Oracle, Kafka, Kubernetes, SFIA 4, AGSVA BASELINE, NV1, NV2, Clearance, Organisational Suitability Assessment",Global,"data warehouse, go, itil, java, javascript, kafka, kubernetes, oracle, python, redis, spark, sql",Data Engineer
Senior Data Scientist,"Data Science, Statistical Analysis, Machine Learning, Deep Learning, Predictive Modeling, Consulting, SQL, Spark, PySpark, Hive, Azure, AWS, Tensorflow, Keras, PyTorch, Agile Project Management, Data Manipulation, Data Visualization, Cloud Environments, Storytelling with Data, R, Python, Julia, SAS, Tableau, ggplot, Matplotlib, R/Shiny, Qlik, Knime, Dataiku, AWS SageMaker, Minimum 2 years of experience PhD in Quantitative field, Experience in full lifecycle of data science applications, Selflearner, Ability to drive internal learning, Ability to communicate effectively to executives, Quality, Manufacturing, Central Operations, GxP Systems & Processes, Factory 4.0, Smart Manufacturing, Technology Transfer, MLOps, SLC in Pharmaceutical Operations",Global,"agile, aws, azure, deep learning, hive, machine learning, python, pytorch, qlik, spark, sql, tableau, tensorflow",Data Scientist
"Senior Staff Machine Learning Engineer, Perception","Machine Learning, Perception, Computer Vision, Deep Learning, Recursive State Estimation, Structured Prediction, Optimization, Python, C++, PyTorch, JAX, TensorFlow, Artificial intelligence, Robotics, Sensor detection",Global,"artificial intelligence, c++, computer vision, deep learning, machine learning, python, pytorch, tensorflow",AI / Machine Learning Engineer
BI Developer/Data Warehouse,"Full Life Cycle Data Warehouse Technical Design, ETL, Logical and Physical Data Modeling, Data Mapping, Data Warehouse Objects, Dimensions, Hierarchies, Fact Tables, Aggregates, Metadata Definitions, Report Development, Business Intelligence, Predictive Analytics, CloudBased Data Warehouses, Application Development, Database Management, Operations, DB Object Design, SQL Queries, Stored Procedures, Triggers, Functions, Packages, Business Areas, Business and Analytics Needs, Data Requests, Reports, Dashboards, ERP Functional Experience, Finance Modules, Sales Modules, DevOps Tool Chains, Processes, Complex Reports, Data Visualizations, Dashboards, User Experience Design, Layout, Content Placement, Aesthetics, Navigation Planning, Usability, Agile Methodologies, Communication, Collaboration, Diplomatic Skills, Customer Service, Ability to Forge Strong Working Partnerships, Problem Solving, Ability to work in a Collaborative Team, Ability to work as an Individual Contributor, Project Deliverables, Deadlines, Solution Readiness, SelfMotivation, Multiple Assignments, Organizational Skills, Analytical Skills, Time Management, Prioritization, Task FollowUp Skills, BS in Related Field, MS in Computer Science, Microsoft PowerBI, SQL Server, SSIS, SSRS, SSAS, BI Server, Azure Data Factory, Oracle EBS, EBS Accelerator, Oracle Database, Oracle BI, SAP, SAP HANA, SAP BW, Tableau, Financial and Accounting Concepts, Sales Reporting, Sales Planning, Project Management Skills, BI and Data Warehousing Certifications",Global,"agile, azure, data modeling, data warehouse, etl, oracle, oracle ebs, sap, sql, sql server, ssas, ssis, ssrs, tableau",Data Analyst
Machine Learning Engineer,"Machine Learning, GPT3, Natural Language Processing, NLP architectures, PyTorch, TensorFlow, Generative Modeling, Data Analysis, Transformers, Large language models, Multimodal foundation models, Reinforcement Learning, Python, Cloudbased infrastructure, SQL, R",Global,"machine learning, nlp, python, pytorch, sql, tensorflow",AI / Machine Learning Engineer
Senior Machine Learning Engineer,"Machine Learning, AI, Python, Scala, Java, Big Data, Scikitlearn, PyTorch, Dask, Spark, TensorFlow, Distributed Computing, Distributed File Systems, MultiNode Database Paradigms, Data Pipelines, AWS, Agile, Continuous Integration, Continuous Deployment, Open Source ML Software, Data Gathering, Data Preparation, Code Development, Deployment",Global,"agile, ai, aws, java, machine learning, python, pytorch, spark, tensorflow",AI / Machine Learning Engineer
Machine Learning Engineer,"Machine Learning, Deep Learning, Data Engineering, ETL, Feature Engineering, Agile Development, Spark, Hadoop, Hive, Kafka, Kinesis, TensorFlow, PyTorch, AWS, Azure, Airflow, SQL, Python, Scala, Java, SQL",Global,"agile, aws, azure, deep learning, etl, hadoop, hive, java, kafka, machine learning, python, pytorch, spark, sql, tensorflow",AI / Machine Learning Engineer
Senior Machine Learning Engineer - NLP/LLM,"Machine Learning Engineering, Natural Language Processing, Large Language Models, Medical Text Mining, Clinical Decision Support, Patient Engagement, Data Mining, Data Science, Data Analysis, Data Preprocessing, Feature Engineering, Model Evaluation, Model Deployment, ProductionGrade ML Pipelines, NLP Techniques, Tokenization, Stemming, Lemmatization, Named Entity Recognition, Deep Learning Frameworks, TensorFlow, PyTorch, Hugging Face, BERT, GPT3, LaMDA, NLP Libraries, spaCy, NLTK, Gensim, Communication Skills, Presentation Skills, Healthcare Data Analysis, Healthcare IT Systems, Healthcare Standards, Research Paper Publication",Global,"deep learning, machine learning, nlp, pytorch, tensorflow",AI / Machine Learning Engineer
"Senior Software Engineer, Machine Learning","Artificial Intelligence, Natural Language Understanding, Machine Learning, Automated Speech Recognition, Conversational Systems, Large Scale Production Systems, Software Development, Algorithm Design, Cloud Solutions, Data Analysis, Statistical Modeling, Programming Languages (Java Python C++), Big Data Systems (Spark EMR S3 Airflow), InProduction NLU and/or ASR Systems, Transformer Based Models, Key Performance Indicators (KPIs), Objective Functions, Regression, Classification, Ranking, Neural Networks, Sequence Models, Natural Language Processing, Bachelor's Degree, Master's Degree in Computer Science, Doctorate in Computer Science or Related Fields, ProblemSolving",Global,"artificial intelligence, c++, java, machine learning, python, spark",AI / Machine Learning Engineer
Data Engineer,"SQL, AWS Stack, Python, Redshift/MySQL, Database, MySQL, Redshift, S3, AWS Certification, Punctual, Deadlines, Communication skills",Global,"aws, mysql, python, sql",Data Engineer
Sr. Machine Learning Engineer,"Machine Learning, Python, Java, AWS, GCP, Cloudbased platform/pipeline development, ML practices, Data science concepts, Collaboration skills, Communication skills, Cloud infrastructures, CI/CD process, Frameworks, MLOps, DevOps, Bachelor's degree, Software development, ML Engineering, Cloudbased development, Production environments, Large scale cloudbased platform/pipeline, Productization",Global,"aws, ci/cd, gcp, java, machine learning, python",AI / Machine Learning Engineer
Senior Backend and Cloud Engineer - Machine Learning Infrastructure (Python),"Python, Django, Postgres, PubSub, Kubernetes, Airflow, GCP, AWS, Gitlab, TDD, Automation Testing, Continuous Integration, Continuous Delivery, Docker, Databases, Machine Learning, Serviceoriented Architectures, Cloud Data Pipelines, Go, Scalability, Latency, Data Ingestion, Data Storage, Data Processing, Data Pipelines, Service APIs, Mentoring, Project Management, Problem Solving, Communication, Collaboration, Crossfunctional Impact",Global,"automation testing, aws, django, docker, gcp, gitlab, go, kubernetes, machine learning, python, tdd",AI / Machine Learning Engineer
Sr. Data Engineer,"SQL, AWS Stack, Python, Amazon Redshift, MySQL, S3, Data Engineering, Database Management, Python Programming, Punctuality, Deadline Management, Communication Skills, Teamwork",Global,"aws, mysql, python, sql",Data Engineer
Senior Program Specialist-Data Analyst,"Data Management, Data Analysis, Advanced Queries, SAS, R, SQL, Tableau, IPEDS, Data Visualization, Tables, Charts, Reports, Research, Problem Solving, Project Management, Stakeholder Management, Communication, IT, Internship Management, Documentation, Policy Issues, Collaboration, Reporting, Data Security, Technical Support, Continuous Improvement, Attendance",Global,"sql, tableau",Data Analyst
Production Support Data Analyst,"Production Support Data Analyst, Data Analysis, Data Warehousing, ETL, Business Intelligence Architectures, SQL, RDBMS, DDL, Data Validation, Data Discovery, Data Mapping, Reporting, SQL Server, DB2",Global,"db2, etl, sql, sql server",Data Analyst
Data Analyst III,"Data Validation, Data Scrubbing, Forecasting, SKULevel Demand Forecasting, Marketing Strategy, Data Storytelling, NPI Project Management, Team Collaboration, Excel, Data Management, Data Visualization, Tableau, Power BI, macOS, iOS, Supply/Demand Planning, Inventory Management, Retail Merchandising, DetailOriented, Agile, Collaborative, FastPaced, Problem Solving, Prioritization, Data Storytelling Passion, Data Analysis Certifications, Bachelor's Degree, MBA, Master's in Data Science",Global,"agile, excel, power bi, tableau",Data Analyst
Data Analyst,"Data Analysis, Reporting, PowerBI, Dashboard Creation, Data Visualization, Scripting, Python, SQL, ServiceNow, Google Analytics, State/Local Government",Global,"google analytics, python, sql",Data Analyst
Senior Business Data Analyst Supervisor,"Data Management, Business Process Improvement, Performance Management, Data Analysis, Data Sets, Business Information Systems, Logic, Reasoning, Public Policy, Business Administration, Finance, Microsoft Office, SQL Server, Business Intelligence, SDLC, Agile, Software Testing, Criminal History Background Check, DMV Record Check, Work History Verification, Telework, Commonwealth Alternative Hiring Process, Certificate of Disability",Global,"agile, sdlc, sql server",Data Analyst
"Metrics/Data Analyst, EHS (Bath, ME)","Metrics/Data Analysis, Microsoft Office suite, Microsoft Access, Microsoft Excel, Data Integration, Data Summarization, Data Analytics, Data Solutions, Information Technology, Safety, Engineering, Industrial Engineering, IT, Trades, Planning, Design, Marine Industry, Supervisory Role, Information Systems, Analytics, Design, Planning, Supervisory Role, Software, Programming, Data Analysis, Multitasking, Time Management, Organizational Skills, Interpersonal Skills, Team Building, Decision Making, Flexibility, Relationship Building, Database Development, Data Management Tools, Data Trends Analysis, Technical Writing, Oracle, Adobe, JIRA, WFM",Global,"excel, jira, oracle",Data Analyst
Business/Data Analyst,"Data Analysis, SQL, Python, Financial Crimes Compliance, AML, Alert Investigations, Actimize, JIRA, Confluence, Scrum, Agile, Payment Systems, Swift, MT, MX, ACH, NACHA, Securities",Global,"agile, confluence, jira, python, scrum, sql, swift",Data Analyst
"Machine Learning Engineer  Onsite ( Phoenix, AZ )  ( Day 1 onsite )","Machine Learning Engineering, Generative AI, Information Retrieval Implementation, LLM Integration, Response Handling, Productionizing Vectorization Pipeline, Integration Language Chain With Backend",Global,"ai, llm, machine learning",AI / Machine Learning Engineer
